Pallet,speed,extrusion,layer_height,Test,layer_width
1,20,2,5,1,
1,20,2,5,2,
1,20,2,5,3,
1,40,2,5,1,
1,40,2,5,2,
1,40,2,5,3,
1,60,2,5,1,
1,60,2,5,2,
1,60,2,5,3,
1,80,2,5,1,52.05
1,80,2,5,2,50.5
1,80,2,5,3,57.78
1,100,2,5,1,57.16
1,100,2,5,2,48
1,100,2,5,3,45.01
1,120,2,5,1,43.18
1,120,2,5,2,45.13
1,120,2,5,3,41.51
1,140,2,5,1,35.96
1,140,2,5,2,32.18
1,140,2,5,3,42.16
1,160,2,5,1,30.91
1,160,2,5,2,32.84
1,160,2,5,3,36.79
1,180,2,5,1,35.68
1,180,2,5,2,35.8
1,180,2,5,3,36.45
2,200,2,5,1,30.16
2,200,2,5,2,29.7
2,200,2,5,3,30.44
2,220,2,5,1,27.68
2,220,2,5,2,27.12
2,220,2,5,3,27.81
2,240,2,5,1,26.24
2,240,2,5,2,26.78
2,240,2,5,3,27.12
2,260,2,5,1,24.61
2,260,2,5,2,24.45
2,260,2,5,3,24.32
2,280,2,5,1,22.81
2,280,2,5,2,23.22
2,280,2,5,3,22.66
2,300,2,5,1,21.32
2,300,2,5,2,20.64
2,300,2,5,3,20.53
2,320,2,5,1,19.96
2,320,2,5,2,21.35
2,320,2,5,3,20.96
2,340,2,5,1,20.55
2,340,2,5,2,20.47
2,340,2,5,3,19.03
2,360,2,5,1,20.34
2,360,2,5,2,20.32
2,360,2,5,3,19.11
3,20,3,5,1,
3,20,3,5,2,
3,20,3,5,3,
3,40,3,5,1,
3,40,3,5,2,
3,40,3,5,3,
3,60,3,5,1,
3,60,3,5,2,
3,60,3,5,3,
3,80,3,5,1,
3,80,3,5,2,
3,80,3,5,3,
3,100,3,5,1,
3,100,3,5,2,
3,100,3,5,3,
3,120,3,5,1,55.91
3,120,3,5,2,55.07
3,120,3,5,3,57.44
3,140,3,5,1,49.98
3,140,3,5,2,50.1
3,140,3,5,3,50.46
3,160,3,5,1,50.36
3,160,3,5,2,53.37
3,160,3,5,3,52.24
3,180,3,5,1,47.33
3,180,3,5,2,46.29
3,180,3,5,3,46.5
4,200,3,5,1,48.01
4,200,3,5,2,33.55
4,200,3,5,3,46.78
4,220,3,5,1,33.08
4,220,3,5,2,37.58
4,220,3,5,3,41.48
4,240,3,5,1,41.47
4,240,3,5,2,40.34
4,240,3,5,3,43.03
4,260,3,5,1,35.78
4,260,3,5,2,38.32
4,260,3,5,3,35.16
4,280,3,5,1,35.9
4,280,3,5,2,34.12
4,280,3,5,3,35.49
4,300,3,5,1,32.62
4,300,3,5,2,33.24
4,300,3,5,3,33.31
4,320,3,5,1,31.53
4,320,3,5,2,30.85
4,320,3,5,3,31.59
4,340,3,5,1,30.87
4,340,3,5,2,30.92
4,340,3,5,3,30.9
4,360,3,5,1,29.13
4,360,3,5,2,28.81
4,360,3,5,3,29.54
5,20,2,8,1,92
5,20,2,8,2,92
5,20,2,8,3,83
5,40,2,8,1,64
5,40,2,8,2,59
5,40,2,8,3,63
5,60,2,8,1,52.5
5,60,2,8,2,51.1
5,60,2,8,3,55.1
5,80,2,8,1,46.1
5,80,2,8,2,49
5,80,2,8,3,48.5
5,100,2,8,1,39.8
5,100,2,8,2,40
5,100,2,8,3,40.5
5,120,2,8,1,33.5
5,120,2,8,2,33.6
5,120,2,8,3,33.4
5,140,2,8,1,30
5,140,2,8,2,30
5,140,2,8,3,29.6
5,160,2,8,1,26.6
5,160,2,8,2,26
5,160,2,8,3,26.5
5,180,2,8,1,24.7
5,180,2,8,2,25
5,180,2,8,3,24.4
6,200,2,8,1,24
6,200,2,8,2,25.9
6,200,2,8,3,23.5
6,220,2,8,1,20.5
6,220,2,8,2,20
6,220,2,8,3,22.5
6,240,2,8,1,20
6,240,2,8,2,20.8
6,240,2,8,3,20.2
6,260,2,8,1,18.7
6,260,2,8,2,18
6,260,2,8,3,18.6
6,280,2,8,1,19
6,280,2,8,2,18.2
6,280,2,8,3,17
6,300,2,8,1,16.5
6,300,2,8,2,15.9
6,300,2,8,3,17
6,320,2,8,1,19
6,320,2,8,2,18.1
6,320,2,8,3,16.9
6,340,2,8,1,
6,340,2,8,2,15
6,340,2,8,3,
6,360,2,8,1,
6,360,2,8,2,15.5
6,360,2,8,3,15.1
7,20,3,8,1,142.5
7,20,3,8,2,138
7,20,3,8,3,137.5
7,40,3,8,1,129
7,40,3,8,2,124
7,40,3,8,3,122.4
7,60,3,8,1,86.9
7,60,3,8,2,91
7,60,3,8,3,99
7,80,3,8,1,75
7,80,3,8,2,84
7,80,3,8,3,76
7,100,3,8,1,55.9
7,100,3,8,2,57
7,100,3,8,3,61
7,120,3,8,1,50.8
7,120,3,8,2,48
7,120,3,8,3,47
7,140,3,8,1,46
7,140,3,8,2,45.8
7,140,3,8,3,44.9
7,160,3,8,1,43
7,160,3,8,2,42
7,160,3,8,3,41.1
7,180,3,8,1,38
7,180,3,8,2,37.5
7,180,3,8,3,37
8,200,3,8,1,34.2
8,200,3,8,2,33.1
8,200,3,8,3,33
8,220,3,8,1,29.9
8,220,3,8,2,30.9
8,220,3,8,3,31.3
8,240,3,8,1,27
8,240,3,8,2,28.5
8,240,3,8,3,28.9
8,260,3,8,1,24.8
8,260,3,8,2,24
8,260,3,8,3,24
8,280,3,8,1,26
8,280,3,8,2,24.3
8,280,3,8,3,24.6
8,300,3,8,1,22.3
8,300,3,8,2,23
8,300,3,8,3,24
8,320,3,8,1,22.9
8,320,3,8,2,22
8,320,3,8,3,22.6
8,340,3,8,1,20.9
8,340,3,8,2,21.3
8,340,3,8,3,22
8,360,3,8,1,18
8,360,3,8,2,20
8,360,3,8,3,19
9,20,2,12,1,89.8
9,20,2,12,2,86.5
9,20,2,12,3,94.4
9,40,2,12,1,71.72
9,40,2,12,2,61.78
9,40,2,12,3,67.8
9,60,2,12,1,50.66
9,60,2,12,2,49.56
9,60,2,12,3,51.18
9,80,2,12,1,38.23
9,80,2,12,2,48.8
9,80,2,12,3,39.95
9,100,2,12,1,31.34
9,100,2,12,2,32.59
9,100,2,12,3,32.87
9,120,2,12,1,27
9,120,2,12,2,26.82
9,120,2,12,3,26.24
9,140,2,12,1,22.42
9,140,2,12,2,22.31
9,140,2,12,3,24.32
9,160,2,12,1,20.81
9,160,2,12,2,20.99
9,160,2,12,3,20.91
9,180,2,12,1,20.67
9,180,2,12,2,20.36
9,180,2,12,3,19.26
10,200,2,12,1,
10,200,2,12,2,
10,200,2,12,3,
10,220,2,12,1,16.81
10,220,2,12,2,17.03
10,220,2,12,3,16.49
10,240,2,12,1,
10,240,2,12,2,
10,240,2,12,3,
10,260,2,12,1,14.62
10,260,2,12,2,15.47
10,260,2,12,3,14.85
10,280,2,12,1,
10,280,2,12,2,
10,280,2,12,3,
10,300,2,12,1,
10,300,2,12,2,
10,300,2,12,3,
10,320,2,12,1,
10,320,2,12,2,
10,320,2,12,3,
10,340,2,12,1,17.27
10,340,2,12,2,
10,340,2,12,3,
10,360,2,12,1,13.91
10,360,2,12,2,
10,360,2,12,3,13.39
11,20,3,12,1,94.75
11,20,3,12,2,96.22
11,20,3,12,3,98.52
11,40,3,12,1,82.33
11,40,3,12,2,82.24
11,40,3,12,3,75.32
11,60,3,12,1,57.47
11,60,3,12,2,57.79
11,60,3,12,3,61.9
11,80,3,12,1,54.55
11,80,3,12,2,56.65
11,80,3,12,3,58.27
11,100,3,12,1,44.72
11,100,3,12,2,45.1
11,100,3,12,3,44.36
11,120,3,12,1,40.56
11,120,3,12,2,39.72
11,120,3,12,3,39.52
11,140,3,12,1,33.26
11,140,3,12,2,33.75
11,140,3,12,3,32.56
11,160,3,12,1,30.63
11,160,3,12,2,30.48
11,160,3,12,3,31.8
11,180,3,12,1,26.45
11,180,3,12,2,26.05
11,180,3,12,3,26.86
12,200,3,12,1,25.86
12,200,3,12,2,24.9
12,200,3,12,3,25.4
12,220,3,12,1,22.05
12,220,3,12,2,22.94
12,220,3,12,3,22.77
12,240,3,12,1,20.42
12,240,3,12,2,21.72
12,240,3,12,3,20.6
12,260,3,12,1,20
12,260,3,12,2,20
12,260,3,12,3,20.54
12,280,3,12,1,
12,280,3,12,2,
12,280,3,12,3,
12,300,3,12,1,
12,300,3,12,2,
12,300,3,12,3,
12,320,3,12,1,
12,320,3,12,2,
12,320,3,12,3,
12,340,3,12,1,
12,340,3,12,2,
12,340,3,12,3,
12,360,3,12,1,
12,360,3,12,2,
12,360,3,12,3,
13,20,2,15,1,109.7
13,20,2,15,2,98.6
13,20,2,15,3,100.2
13,40,2,15,1,58.3
13,40,2,15,2,56.1
13,40,2,15,3,60
13,60,2,15,1,46.3
13,60,2,15,2,43.1
13,60,2,15,3,44.7
13,80,2,15,1,34.55
13,80,2,15,2,32.6
13,80,2,15,3,34.1
13,100,2,15,1,27.7
13,100,2,15,2,27.5
13,100,2,15,3,28.5
13,120,2,15,1,21.8
13,120,2,15,2,22.7
13,120,2,15,3,22.55
13,140,2,15,1,20
13,140,2,15,2,20.65
13,140,2,15,3,19.65
13,160,2,15,1,18.3
13,160,2,15,2,18.05
13,160,2,15,3,17.4
13,180,2,15,1,16.85
13,180,2,15,2,17.2
13,180,2,15,3,17.5
14,200,2,15,1,
14,200,2,15,2,
14,200,2,15,3,
14,220,2,15,1,
14,220,2,15,2,
14,220,2,15,3,
14,240,2,15,1,
14,240,2,15,2,
14,240,2,15,3,
14,260,2,15,1,
14,260,2,15,2,
14,260,2,15,3,
14,280,2,15,1,
14,280,2,15,2,
14,280,2,15,3,
14,300,2,15,1,
14,300,2,15,2,
14,300,2,15,3,
14,320,2,15,1,
14,320,2,15,2,
14,320,2,15,3,
14,340,2,15,1,
14,340,2,15,2,
14,340,2,15,3,
14,360,2,15,1,
14,360,2,15,2,
14,360,2,15,3,
15,20,3,15,1,127.8
15,20,3,15,2,133.3
15,20,3,15,3,126.9
15,40,3,15,1,77.5
15,40,3,15,2,76.6
15,40,3,15,3,79.7
15,60,3,15,1,62.9
15,60,3,15,2,61.6
15,60,3,15,3,60.8
15,80,3,15,1,47.8
15,80,3,15,2,48.3
15,80,3,15,3,49.9
15,100,3,15,1,39.8
15,100,3,15,2,39
15,100,3,15,3,41.1
15,120,3,15,1,34.15
15,120,3,15,2,34.65
15,120,3,15,3,36.1
15,140,3,15,1,29
15,140,3,15,2,29.1
15,140,3,15,3,29.45
15,160,3,15,1,26.7
15,160,3,15,2,25.5
15,160,3,15,3,25.2
15,180,3,15,1,22.7
15,180,3,15,2,23.1
15,180,3,15,3,23.35
16,200,3,15,1,
16,200,3,15,2,
16,200,3,15,3,
16,220,3,15,1,
16,220,3,15,2,
16,220,3,15,3,
16,240,3,15,1,
16,240,3,15,2,
16,240,3,15,3,
16,260,3,15,1,
16,260,3,15,2,
16,260,3,15,3,
16,280,3,15,1,
16,280,3,15,2,
16,280,3,15,3,
16,300,3,15,1,
16,300,3,15,2,
16,300,3,15,3,
16,320,3,15,1,
16,320,3,15,2,
16,320,3,15,3,
16,340,3,15,1,
16,340,3,15,2,
16,340,3,15,3,
16,360,3,15,1,
16,360,3,15,2,
16,360,3,15,3,