pallet,layer_height,extrusion,run,speed,replicate,layer_width,over-under
SC,8,3,1,40,2,-1,1
SC,8,3,1,40,3,-1,1
SC,8,3,1,40,4,-1,1
SC,8,3,1,40,5,-1,1
SC,8,3,2,60,1,-1,1
SC,8,3,2,60,2,-1,1
SC,8,3,2,60,3,-1,1
SC,8,3,2,60,4,-1,1
SC,8,3,2,60,5,-1,1
SC,8,3,3,80,1,-1,1
SC,8,3,3,80,2,-1,1
SC,8,3,3,80,3,-1,1
SC,8,3,3,80,4,-1,1
SC,8,3,3,80,5,-1,1
SC,8,3,4,100,1,-1,1
SC,8,3,4,100,2,-1,1
SC,8,3,4,100,3,-1,1
SC,8,3,4,100,4,-1,1
SC,8,3,4,100,5,-1,1
SC,8,3,5,120,1,46.9,1
SC,8,3,5,120,2,48.3,1
SC,8,3,5,120,3,46,1
SC,8,3,5,120,4,46.2,1
SC,8,3,5,120,5,47.4,1
SC,8,3,6,140,1,41.3,0
SC,8,3,6,140,2,40.9,0
SC,8,3,6,140,3,41.4,0
SC,8,3,6,140,4,41.9,0
SC,8,3,6,140,5,42,0
SC,8,3,7,160,1,37.1,0
SC,8,3,7,160,2,35.5,0
SC,8,3,7,160,3,37.1,0
SC,8,3,7,160,4,36.6,0
SC,8,3,7,160,5,36.7,0
SC,8,3,8,180,1,33.3,0
SC,8,3,8,180,2,33.1,0
SC,8,3,8,180,3,33.4,0
SC,8,3,8,180,4,33.1,0
SC,8,3,8,180,5,33.7,0
SC,8,3,9,200,1,29.6,0
SC,8,3,9,200,2,29.4,0
SC,8,3,9,200,3,29.8,0
SC,8,3,9,200,4,31.3,0
SC,8,3,9,200,5,30,0
SC,8,3,10,220,1,28.8,0
SC,8,3,10,220,2,28.3,0
SC,8,3,10,220,3,28.2,0
SC,8,3,10,220,4,28.1,0
SC,8,3,10,220,5,28.5,0
SC,8,3,11,240,1,25.6,0
SC,8,3,11,240,2,25.3,0
SC,8,3,11,240,3,24.5,0
SC,8,3,11,240,4,25.4,0
SC,8,3,11,240,5,25.9,0
SC,8,3,12,260,1,24.4,0
SC,8,3,12,260,2,24.2,0
SC,8,3,12,260,3,23.9,0
SC,8,3,12,260,4,24.2,0
SC,8,3,12,260,5,24.3,0
SC,8,3,13,280,1,21.8,0
SC,8,3,13,280,2,22.3,0
SC,8,3,13,280,3,22.3,0
SC,8,3,13,280,4,22.9,0
SC,8,3,13,280,5,22.8,0
SC,8,3,14,300,1,21.7,0
SC,8,3,14,300,2,21.9,0
SC,8,3,14,300,3,21.6,0
SC,8,3,14,300,4,21.9,0
SC,8,3,14,300,5,21.9,0
SC,8,3,15,320,1,19.6,0
SC,8,3,15,320,2,20,0
SC,8,3,15,320,3,20.4,0
SC,8,3,15,320,4,20.1,0
SC,8,3,15,320,5,20.3,0
SC,8,3,16,340,1,19.5,-1
SC,8,3,16,340,2,19.5,-1
SC,8,3,16,340,3,19.7,-1
SC,8,3,16,340,4,19.8,-1
SC,8,3,16,340,5,20.3,-1
SC,8,3,17,360,1,18.7,-1
SC,8,3,17,360,2,18.9,-1
SC,8,3,17,360,3,18.5,-1
SC,8,3,17,360,4,17.8,-1
SC,8,3,17,360,5,18.4,-1
SC,8,3,18,380,1,18.2,-1
SC,8,3,18,380,2,18,-1
SC,8,3,18,380,3,17.9,-1
SC,8,3,18,380,4,18.6,-1
SC,8,3,18,380,5,18.1,-1
SC,8,3,19,400,1,17.5,-1
SC,8,3,19,400,2,17.8,-1
SC,8,3,19,400,3,16.8,-1
SC,8,3,19,400,4,17.1,-1
SC,8,3,19,400,5,17.2,-1
L1R,10,3,1,40,1,-1,1
L1R,10,3,1,40,2,-1,1
L1R,10,3,1,40,3,-1,1
L1R,10,3,1,40,4,-1,1
L1R,10,3,1,40,5,-1,1
L1R,10,3,2,60,1,-1,1
L1R,10,3,2,60,2,-1,1
L1R,10,3,2,60,3,-1,1
L1R,10,3,2,60,4,-1,1
L1R,10,3,2,60,5,-1,1
L1R,10,3,3,80,1,55.7,0
L1R,10,3,3,80,2,53.9,0
L1R,10,3,3,80,3,55,0
L1R,10,3,3,80,4,54.8,0
L1R,10,3,3,80,5,54.4,0
L1R,10,3,4,100,1,44.3,0
L1R,10,3,4,100,2,45.6,0
L1R,10,3,4,100,3,44.5,0
L1R,10,3,4,100,4,44.9,0
L1R,10,3,4,100,5,44,0
L1R,10,3,5,120,1,38,0
L1R,10,3,5,120,2,38.3,0
L1R,10,3,5,120,3,38.8,0
L1R,10,3,5,120,4,38.3,0
L1R,10,3,5,120,5,38.4,0
L1R,10,3,6,140,1,32.8,0
L1R,10,3,6,140,2,33,0
L1R,10,3,6,140,3,32.5,0
L1R,10,3,6,140,4,32.7,0
L1R,10,3,6,140,5,32.9,0
L1R,10,3,7,160,1,28.9,0
L1R,10,3,7,160,2,29.2,0
L1R,10,3,7,160,3,28.7,0
L1R,10,3,7,160,4,29.4,0
L1R,10,3,7,160,5,28.8,0
L1R,10,3,8,180,1,25.8,0
L1R,10,3,8,180,2,26.1,0
L1R,10,3,8,180,3,25.7,0
L1R,10,3,8,180,4,25.9,0
L1R,10,3,8,180,5,26.4,0
L1R,10,3,9,200,1,24,0
L1R,10,3,9,200,2,24.1,0
L1R,10,3,9,200,3,23.9,0
L1R,10,3,9,200,4,24.5,0
L1R,10,3,9,200,5,23.8,0
L1R,10,3,10,220,1,23.1,0
L1R,10,3,10,220,2,22.2,0
L1R,10,3,10,220,3,23.2,0
L1R,10,3,10,220,4,21.6,0
L1R,10,3,10,220,5,22.4,0
L1R,10,3,11,240,1,21.9,0
L1R,10,3,11,240,2,22.7,0
L1R,10,3,11,240,3,24.1,0
L1R,10,3,11,240,4,20.7,0
L1R,10,3,11,240,5,22.9,0
L1R,10,3,12,260,1,20.1,0
L1R,10,3,12,260,2,20.5,0
L1R,10,3,12,260,3,20.8,0
L1R,10,3,12,260,4,20.7,0
L1R,10,3,12,260,5,20.6,0
L1R,10,3,13,280,1,18.1,0
L1R,10,3,13,280,2,18.4,0
L1R,10,3,13,280,3,18.1,0
L1R,10,3,13,280,4,18.7,0
L1R,10,3,13,280,5,18.7,0
L1R,10,3,14,300,1,17.7,0
L1R,10,3,14,300,2,18.4,0
L1R,10,3,14,300,3,18.1,0
L1R,10,3,14,300,4,18.5,0
L1R,10,3,14,300,5,17.9,0
L1R,10,3,15,320,1,17.2,0
L1R,10,3,15,320,2,16.7,0
L1R,10,3,15,320,3,18,0
L1R,10,3,15,320,4,17.3,0
L1R,10,3,15,320,5,17.2,0
L1R,10,3,16,340,1,16.2,0
L1R,10,3,16,340,2,16.5,0
L1R,10,3,16,340,3,16.4,0
L1R,10,3,16,340,4,15.7,0
L1R,10,3,16,340,5,16.2,0
L1R,10,3,17,360,1,15.2,-1
L1R,10,3,17,360,2,15.8,-1
L1R,10,3,17,360,3,15.5,-1
L1R,10,3,17,360,4,15.4,-1
L1R,10,3,17,360,5,15.6,-1
L1R,10,3,18,380,1,15.1,-1
L1R,10,3,18,380,2,15,-1
L1R,10,3,18,380,3,15.1,-1
L1R,10,3,18,380,4,14.6,-1
L1R,10,3,18,380,5,15.2,-1
L1R,10,3,19,400,1,14.5,-1
L1R,10,3,19,400,2,14.5,-1
L1R,10,3,19,400,3,14.7,-1
L1R,10,3,19,400,4,14.7,-1
L1R,10,3,19,400,5,15.3,-1
L2R,12,3,1,40,1,-1,-1
L2R,12,3,1,40,2,-1,-1
L2R,12,3,1,40,3,-1,-1
L2R,12,3,1,40,4,-1,-1
L2R,12,3,1,40,5,-1,-1
L2R,12,3,2,60,1,-1,-1
L2R,12,3,2,60,2,-1,-1
L2R,12,3,2,60,3,-1,-1
L2R,12,3,2,60,4,-1,-1
L2R,12,3,2,60,5,-1,-1
L2R,12,3,3,80,1,47,0
L2R,12,3,3,80,2,46.6,0
L2R,12,3,3,80,3,47.5,0
L2R,12,3,3,80,4,47.4,0
L2R,12,3,3,80,5,47.3,0
L2R,12,3,4,100,1,38.3,0
L2R,12,3,4,100,2,41.9,0
L2R,12,3,4,100,3,39.1,0
L2R,12,3,4,100,4,39.4,0
L2R,12,3,4,100,5,40.7,0
L2R,12,3,5,120,1,33.3,0
L2R,12,3,5,120,2,33.8,0
L2R,12,3,5,120,3,32.4,0
L2R,12,3,5,120,4,32.8,0
L2R,12,3,5,120,5,33.1,0
L2R,12,3,6,140,1,28.4,0
L2R,12,3,6,140,2,28.7,0
L2R,12,3,6,140,3,28.8,0
L2R,12,3,6,140,4,28.7,0
L2R,12,3,6,140,5,28.1,0
L2R,12,3,7,160,1,24.9,0
L2R,12,3,7,160,2,25.5,0
L2R,12,3,7,160,3,24.8,0
L2R,12,3,7,160,4,24.9,0
L2R,12,3,7,160,5,25.1,0
L2R,12,3,8,180,1,23.1,0
L2R,12,3,8,180,2,23.3,0
L2R,12,3,8,180,3,23,0
L2R,12,3,8,180,4,24,0
L2R,12,3,8,180,5,22.7,0
L2R,12,3,9,200,1,21.5,0
L2R,12,3,9,200,2,21.2,0
L2R,12,3,9,200,3,20.5,0
L2R,12,3,9,200,4,20.6,0
L2R,12,3,9,200,5,21.3,0
L2R,12,3,10,220,1,19.5,0
L2R,12,3,10,220,2,18.7,0
L2R,12,3,10,220,3,20.4,0
L2R,12,3,10,220,4,20.1,0
L2R,12,3,10,220,5,19.8,0
L2R,12,3,11,240,1,19,0
L2R,12,3,11,240,2,18.9,0
L2R,12,3,11,240,3,18.4,0
L2R,12,3,11,240,4,18.2,0
L2R,12,3,11,240,5,18.8,0
L2R,12,3,12,260,1,17.1,0
L2R,12,3,12,260,2,17.1,0
L2R,12,3,12,260,3,17.2,0
L2R,12,3,12,260,4,17.8,0
L2R,12,3,12,260,5,16.9,0
L2R,12,3,13,280,1,17,0
L2R,12,3,13,280,2,16.6,0
L2R,12,3,13,280,3,17.2,0
L2R,12,3,13,280,4,16.8,0
L2R,12,3,13,280,5,17.3,0
L2R,12,3,14,300,1,16.1,-1
L2R,12,3,14,300,2,17.2,-1
L2R,12,3,14,300,3,17.3,-1
L2R,12,3,14,300,4,16.5,-1
L2R,12,3,14,300,5,17.1,-1
L2R,12,3,15,320,1,-1,-1
L2R,12,3,15,320,2,-1,-1
L2R,12,3,15,320,3,-1,-1
L2R,12,3,15,320,4,-1,-1
L2R,12,3,15,320,5,-1,-1
L2R,12,3,16,340,1,-1,-1
L2R,12,3,16,340,2,-1,-1
L2R,12,3,16,340,3,-1,-1
L2R,12,3,16,340,4,-1,-1
L2R,12,3,16,340,5,-1,-1
L2R,12,3,17,360,1,-1,-1
L2R,12,3,17,360,2,-1,-1
L2R,12,3,17,360,3,-1,-1
L2R,12,3,17,360,4,-1,-1
L2R,12,3,17,360,5,-1,-1
L2R,12,3,18,380,1,-1,-1
L2R,12,3,18,380,2,-1,-1
L2R,12,3,18,380,3,-1,-1
L2R,12,3,18,380,4,-1,-1
L2R,12,3,18,380,5,-1,-1
L2R,12,3,19,400,1,-1,-1
L2R,12,3,19,400,2,-1,-1
L2R,12,3,19,400,3,-1,-1
L2R,12,3,19,400,4,-1,-1
L2R,12,3,19,400,5,-1,-1
SD2,15,3,1,40,1,-1,1
SD2,15,3,1,40,2,-1,1
SD2,15,3,1,40,3,-1,1
SD2,15,3,1,40,4,-1,1
SD2,15,3,1,40,5,-1,1
SD2,15,3,2,60,1,52.3,0
SD2,15,3,2,60,2,52,0
SD2,15,3,2,60,3,52.2,0
SD2,15,3,2,60,4,51.8,0
SD2,15,3,2,60,5,51.2,0
SD2,15,3,3,80,1,38.3,0
SD2,15,3,3,80,2,38.7,0
SD2,15,3,3,80,3,39.1,0
SD2,15,3,3,80,4,39.4,0
SD2,15,3,3,80,5,38.2,0
SD2,15,3,4,100,1,31.3,0
SD2,15,3,4,100,2,31.6,0
SD2,15,3,4,100,3,32.5,0
SD2,15,3,4,100,4,31.8,0
SD2,15,3,4,100,5,31.7,0
SD2,15,3,5,120,1,26.2,0
SD2,15,3,5,120,2,27.1,0
SD2,15,3,5,120,3,27,0
SD2,15,3,5,120,4,27,0
SD2,15,3,5,120,5,26.5,0
SD2,15,3,6,140,1,23.2,0
SD2,15,3,6,140,2,23.1,0
SD2,15,3,6,140,3,23.1,0
SD2,15,3,6,140,4,23,0
SD2,15,3,6,140,5,23.4,0
SD2,15,3,7,160,1,21.2,0
SD2,15,3,7,160,2,21.3,0
SD2,15,3,7,160,3,21.7,0
SD2,15,3,7,160,4,21.2,0
SD2,15,3,7,160,5,21,0
SD2,15,3,8,180,1,20,0
SD2,15,3,8,180,2,20.2,0
SD2,15,3,8,180,3,20.4,0
SD2,15,3,8,180,4,19.7,0
SD2,15,3,8,180,5,19.6,0
SD2,15,3,9,200,1,18.2,0
SD2,15,3,9,200,2,18.2,0
SD2,15,3,9,200,3,18.1,0
SD2,15,3,9,200,4,18.4,0
SD2,15,3,9,200,5,18.6,0
SD2,15,3,10,220,1,17.5,0
SD2,15,3,10,220,2,17.3,0
SD2,15,3,10,220,3,17.1,0
SD2,15,3,10,220,4,17.4,0
SD2,15,3,10,220,5,17.9,0
SD2,15,3,11,240,1,-1,-1
SD2,15,3,11,240,2,-1,-1
SD2,15,3,11,240,3,-1,-1
SD2,15,3,11,240,4,-1,-1
SD2,15,3,11,240,5,-1,-1
SD2,15,3,12,260,1,-1,-1
SD2,15,3,12,260,2,-1,-1
SD2,15,3,12,260,3,-1,-1
SD2,15,3,12,260,4,-1,-1
SD2,15,3,12,260,5,-1,-1
SD2,15,3,13,280,1,-1,-1
SD2,15,3,13,280,2,-1,-1
SD2,15,3,13,280,3,-1,-1
SD2,15,3,13,280,4,-1,-1
SD2,15,3,13,280,5,-1,-1
SD2,15,3,14,300,1,-1,-1
SD2,15,3,14,300,2,-1,-1
SD2,15,3,14,300,3,-1,-1
SD2,15,3,14,300,4,-1,-1
SD2,15,3,14,300,5,-1,-1
SD2,15,3,15,320,1,-1,-1
SD2,15,3,15,320,2,-1,-1
SD2,15,3,15,320,3,-1,-1
SD2,15,3,15,320,4,-1,-1
SD2,15,3,15,320,5,-1,-1
SD2,15,3,16,340,1,-1,-1
SD2,15,3,16,340,2,-1,-1
SD2,15,3,16,340,3,-1,-1
SD2,15,3,16,340,4,-1,-1
SD2,15,3,16,340,5,-1,-1
SD2,15,3,17,360,1,-1,-1
SD2,15,3,17,360,2,-1,-1
SD2,15,3,17,360,3,-1,-1
SD2,15,3,17,360,4,-1,-1
SD2,15,3,17,360,5,-1,-1
SD2,15,3,18,380,1,-1,-1
SD2,15,3,18,380,2,-1,-1
SD2,15,3,18,380,3,-1,-1
SD2,15,3,18,380,4,-1,-1
SD2,15,3,18,380,5,-1,-1
SD2,15,3,19,400,1,-1,-1
SD2,15,3,19,400,2,-1,-1
SD2,15,3,19,400,3,-1,-1
SD2,15,3,19,400,4,-1,-1
SD2,15,3,19,400,5,-1,-1
SD3,18,3,1,40,1,62.2,1
SD3,18,3,1,40,2,61.5,1
SD3,18,3,1,40,3,59.7,1
SD3,18,3,1,40,4,56.1,1
SD3,18,3,1,40,5,62.5,1
SD3,18,3,2,60,1,43.6,0
SD3,18,3,2,60,2,43.5,0
SD3,18,3,2,60,3,43.7,0
SD3,18,3,2,60,4,44.2,0
SD3,18,3,2,60,5,44,0
SD3,18,3,3,80,1,33.7,0
SD3,18,3,3,80,2,33.5,0
SD3,18,3,3,80,3,33.4,0
SD3,18,3,3,80,4,34.3,0
SD3,18,3,3,80,5,33.7,0
SD3,18,3,4,100,1,27.7,0
SD3,18,3,4,100,2,27.9,0
SD3,18,3,4,100,3,27.5,0
SD3,18,3,4,100,4,27.5,0
SD3,18,3,4,100,5,27.8,0
SD3,18,3,5,120,1,25.3,0
SD3,18,3,5,120,2,24.8,0
SD3,18,3,5,120,3,25.1,0
SD3,18,3,5,120,4,25.2,0
SD3,18,3,5,120,5,24.8,0
SD3,18,3,6,140,1,23.2,0
SD3,18,3,6,140,2,23.8,0
SD3,18,3,6,140,3,23.7,0
SD3,18,3,6,140,4,23.3,0
SD3,18,3,6,140,5,23.7,0
SD3,18,3,7,160,1,20.8,0
SD3,18,3,7,160,2,19.9,0
SD3,18,3,7,160,3,20.7,0
SD3,18,3,7,160,4,20.7,0
SD3,18,3,7,160,5,21.5,0
SD3,18,3,8,180,1,-1,-1
SD3,18,3,8,180,2,-1,-1
SD3,18,3,8,180,3,-1,-1
SD3,18,3,8,180,4,-1,-1
SD3,18,3,8,180,5,-1,-1
SD3,18,3,9,200,1,-1,-1
SD3,18,3,9,200,2,-1,-1
SD3,18,3,9,200,3,-1,-1
SD3,18,3,9,200,4,-1,-1
SD3,18,3,9,200,5,-1,-1
SD3,18,3,10,220,1,-1,-1
SD3,18,3,10,220,2,-1,-1
SD3,18,3,10,220,3,-1,-1
SD3,18,3,10,220,4,-1,-1
SD3,18,3,10,220,5,-1,-1
SD3,18,3,11,240,1,-1,-1
SD3,18,3,11,240,2,-1,-1
SD3,18,3,11,240,3,-1,-1
SD3,18,3,11,240,4,-1,-1
SD3,18,3,11,240,5,-1,-1
SD3,18,3,12,260,1,-1,-1
SD3,18,3,12,260,2,-1,-1
SD3,18,3,12,260,3,-1,-1
SD3,18,3,12,260,4,-1,-1
SD3,18,3,12,260,5,-1,-1
SD3,18,3,13,280,1,-1,-1
SD3,18,3,13,280,2,-1,-1
SD3,18,3,13,280,3,-1,-1
SD3,18,3,13,280,4,-1,-1
SD3,18,3,13,280,5,-1,-1
SD3,18,3,14,300,1,-1,-1
SD3,18,3,14,300,2,-1,-1
SD3,18,3,14,300,3,-1,-1
SD3,18,3,14,300,4,-1,-1
SD3,18,3,14,300,5,-1,-1
SD3,18,3,15,320,1,-1,-1
SD3,18,3,15,320,2,-1,-1
SD3,18,3,15,320,3,-1,-1
SD3,18,3,15,320,4,-1,-1
SD3,18,3,15,320,5,-1,-1
SD3,18,3,16,340,1,-1,-1
SD3,18,3,16,340,2,-1,-1
SD3,18,3,16,340,3,-1,-1
SD3,18,3,16,340,4,-1,-1
SD3,18,3,16,340,5,-1,-1
SD3,18,3,17,360,1,-1,-1
SD3,18,3,17,360,2,-1,-1
SD3,18,3,17,360,3,-1,-1
SD3,18,3,17,360,4,-1,-1
SD3,18,3,17,360,5,-1,-1
SD3,18,3,18,380,1,-1,-1
SD3,18,3,18,380,2,-1,-1
SD3,18,3,18,380,3,-1,-1
SD3,18,3,18,380,4,-1,-1
SD3,18,3,18,380,5,-1,-1
SD3,18,3,19,400,1,-1,-1
SD3,18,3,19,400,2,-1,-1
SD3,18,3,19,400,3,-1,-1
SD3,18,3,19,400,4,-1,-1
SD3,18,3,19,400,5,-1,-1
SD4,5,2,1,40,1,-1,1
SD4,5,2,1,40,2,-1,1
SD4,5,2,1,40,3,-1,1
SD4,5,2,1,40,4,-1,1
SD4,5,2,1,40,5,-1,1
SD4,5,2,2,60,1,-1,1
SD4,5,2,2,60,2,-1,1
SD4,5,2,2,60,3,-1,1
SD4,5,2,2,60,4,-1,1
SD4,5,2,2,60,5,-1,1
SD4,5,2,3,80,1,-1,1
SD4,5,2,3,80,2,-1,1
SD4,5,2,3,80,3,-1,1
SD4,5,2,3,80,4,-1,1
SD4,5,2,3,80,5,-1,1
SD4,5,2,4,100,1,-1,1
SD4,5,2,4,100,2,-1,1
SD4,5,2,4,100,3,-1,1
SD4,5,2,4,100,4,-1,1
SD4,5,2,4,100,5,-1,1
SD4,5,2,5,120,1,50.9,1
SD4,5,2,5,120,2,51.6,1
SD4,5,2,5,120,3,47.3,1
SD4,5,2,5,120,4,48.6,1
SD4,5,2,5,120,5,46.5,1
SD4,5,2,6,140,1,42.2,1
SD4,5,2,6,140,2,43.4,1
SD4,5,2,6,140,3,43.8,1
SD4,5,2,6,140,4,45.3,1
SD4,5,2,6,140,5,40.6,1
SD4,5,2,7,160,1,36.3,1
SD4,5,2,7,160,2,35.5,1
SD4,5,2,7,160,3,38.3,1
SD4,5,2,7,160,4,37.5,1
SD4,5,2,7,160,5,36.1,1
SD4,5,2,8,180,1,34.3,1
SD4,5,2,8,180,2,34.7,1
SD4,5,2,8,180,3,34.7,1
SD4,5,2,8,180,4,37.8,1
SD4,5,2,8,180,5,34.6,1
SD4,5,2,9,200,1,31.5,0
SD4,5,2,9,200,2,31.6,0
SD4,5,2,9,200,3,31.5,0
SD4,5,2,9,200,4,31.5,0
SD4,5,2,9,200,5,32.5,0
SD4,5,2,10,220,1,29.9,0
SD4,5,2,10,220,2,30,0
SD4,5,2,10,220,3,29.7,0
SD4,5,2,10,220,4,30.1,0
SD4,5,2,10,220,5,28.8,0
SD4,5,2,11,240,1,28.7,0
SD4,5,2,11,240,2,26.9,0
SD4,5,2,11,240,3,26.6,0
SD4,5,2,11,240,4,26,0
SD4,5,2,11,240,5,26.7,0
SD4,5,2,12,260,1,25.8,0
SD4,5,2,12,260,2,25,0
SD4,5,2,12,260,3,26.1,0
SD4,5,2,12,260,4,25.6,0
SD4,5,2,12,260,5,25.7,0
SD4,5,2,13,280,1,23.4,0
SD4,5,2,13,280,2,22.8,0
SD4,5,2,13,280,3,23,0
SD4,5,2,13,280,4,23.2,0
SD4,5,2,13,280,5,24.3,0
SD4,5,2,14,300,1,22.9,0
SD4,5,2,14,300,2,22,0
SD4,5,2,14,300,3,22.9,0
SD4,5,2,14,300,4,23.3,0
SD4,5,2,14,300,5,22.3,0
SD4,5,2,15,320,1,21.5,0
SD4,5,2,15,320,2,20.8,0
SD4,5,2,15,320,3,20.7,0
SD4,5,2,15,320,4,20.8,0
SD4,5,2,15,320,5,20.8,0
SD4,5,2,16,340,1,21,0
SD4,5,2,16,340,2,20.5,0
SD4,5,2,16,340,3,20.3,0
SD4,5,2,16,340,4,20.1,0
SD4,5,2,16,340,5,20.5,0
SD4,5,2,17,360,1,20.1,0
SD4,5,2,17,360,2,19.2,0
SD4,5,2,17,360,3,18.9,0
SD4,5,2,17,360,4,18.9,0
SD4,5,2,17,360,5,19.3,0
SD4,5,2,18,380,1,18.5,-1
SD4,5,2,18,380,2,18.7,-1
SD4,5,2,18,380,3,18.8,-1
SD4,5,2,18,380,4,18.4,-1
SD4,5,2,18,380,5,18.3,-1
SD4,5,2,19,400,1,17.4,-1
SD4,5,2,19,400,2,17.8,-1
SD4,5,2,19,400,3,17.4,-1
SD4,5,2,19,400,4,18.1,-1
SD4,5,2,19,400,5,17.7,-1